"'Location","'Year","'Sex","'Area","'0-4","'5-9","'10-14","'15-19","'20-24","'25-29","'30-34","'35-39","'40-44","'45-49","'50-54","'55-59","'60-64","'65-69","'70-74","'75-79","'80+","'Total"
"Samoa","1990","Male","Rural","10","9","9","9","7","5","3","3","2","2","2","2","1","1","1","0","0","67"
"Samoa","1995","Male","Rural","10","10","9","8","6","5","5","3","3","2","2","2","1","1","1","0","0","69"
"Samoa","2000","Male","Rural","11","10","9","8","6","5","5","4","3","3","2","2","1","1","1","1","0","71"
"Samoa","2005","Male","Rural","10","10","9","7","6","5","5","5","4","3","3","2","1","1","1","1","0","73"
"Samoa","2010","Male","Rural","11","10","9","8","6","5","5","5","4","4","3","2","2","1","1","1","1","77"
"Samoa","2015","Male","Rural","10","11","9","9","7","5","5","4","4","4","3","3","2","1","1","1","1","81"
"Tonga","1980","Male","Rural","5","5","6","5","3","2","2","2","2","1","1","1","1","1","0","0","0","38"
"Tonga","1985","Male","Rural","6","5","5","5","4","2","2","2","1","1","1","1","1","1","0","0","0","37"
"Tonga","1990","Male","Rural","5","5","4","4","4","3","2","2","1","1","1","1","1","1","0","0","0","37"
"Tonga","1995","Male","Rural","5","5","5","4","3","3","2","2","2","1","1","1","1","1","1","0","0","38"
"Tonga","2000","Male","Rural","5","5","5","5","3","3","3","2","2","2","1","1","1","1","1","0","0","39"
"Tonga","2005","Male","Rural","6","5","5","4","4","3","2","2","2","2","1","1","1","1","1","0","0","39"
"Tonga","2010","Male","Rural","6","5","5","4","3","3","3","2","2","2","1","1","1","1","1","0","0","40"
"Tonga","2015","Male","Rural","5","5","5","5","4","3","2","2","2","2","1","1","1","1","1","0","0","41"
"World","1980","Male","Urban","91,061","87,146","86,131","87,833","85,953","77,002","64,216","52,347","51,055","44,575","39,631","31,131","22,259","19,573","14,053","8,581","6,090","868,639"
"World","1985","Male","Urban","104,992","95,782","95,484","97,992","98,295","88,431","80,330","66,194","53,633","50,606","43,298","37,730","28,606","19,958","16,139","10,401","7,746","995,615"
"World","1990","Male","Urban","116,515","109,407","103,739","108,074","109,227","103,828","93,731","83,393","68,097","54,076","49,880","41,944","34,819","25,386","16,370","12,071","9,665","1,140,223"
"World","1995","Male","Urban","119,685","121,194","118,116","114,449","117,280","113,510","106,600","96,098","85,136","67,867","53,022","48,475","39,305","31,908","21,842","13,086","12,077","1,279,651"
"World","2000","Male","Urban","121,466","123,493","130,108","133,804","129,774","126,172","118,489","109,701","97,068","84,254","66,075","50,567","43,913","34,525","25,944","16,381","13,541","1,425,276"
"World","2005","Male","Urban","129,722","126,722","133,993","152,293","148,868","135,009","131,013","125,085","113,212","96,919","84,599","65,210","48,134","40,124","29,913","20,771","17,916","1,599,502"
"World","2010","Male","Urban","142,585","136,752","138,774","155,715","170,515","156,838","142,246","137,449","127,326","114,347","96,761","82,300","60,895","44,249","35,100","24,333","23,673","1,789,859"
"World","2015","Male","Urban","156,539","151,198","148,735","157,760","173,210","179,716","163,120","145,367","139,862","130,638","114,747","94,323","78,702","56,782","39,483","28,922","29,237","1,988,341"
"More developed regions","1980","Male","Urban","27,427","28,596","29,326","32,108","32,966","31,642","29,622","23,919","24,892","21,945","21,320","17,244","12,185","12,127","9,201","5,728","4,251","364,501"
"More developed regions","1985","Male","Urban","28,159","27,877","29,207","30,998","33,848","33,446","31,912","29,518","23,825","24,102","21,201","19,915","15,849","10,649","9,883","6,657","5,202","382,250"
"More developed regions","1990","Male","Urban","28,247","28,571","28,567","30,965","32,802","34,018","33,598","31,877","29,600","23,432","23,355","19,899","18,372","13,870","8,831","7,398","6,358","399,761"
"More developed regions","1995","Male","Urban","26,341","28,806","29,545","30,148","32,638","33,280","34,205","33,460","31,661","28,996","22,724","22,019","18,276","16,158","11,639","6,833","7,562","414,288"
"More developed regions","2000","Male","Urban","24,894","26,856","29,693","31,108","32,051","33,210","33,379","34,002","33,065","31,033","28,220","21,656","20,316","16,278","13,587","9,126","8,041","426,513"
"More developed regions","2005","Male","Urban","25,800","25,372","27,775","31,448","33,955","33,204","33,739","33,576","34,019","32,589","30,321","27,169","20,480","18,419","14,263","10,973","10,323","443,427"
"More developed regions","2010","Male","Urban","27,549","26,179","26,302","29,642","34,149","34,817","33,707","33,906","33,361","33,883","31,925","29,305","25,493","19,127","16,380","11,897","13,411","461,032"
"More developed regions","2015","Male","Urban","28,519","27,727","26,560","27,787","32,027","35,320","35,086","33,612","33,678","33,081","33,328","30,918","27,773","23,532","17,123","13,577","15,904","475,553"
"Less developed regions","1980","Male","Urban","63,634","58,549","56,805","55,724","52,987","45,360","34,594","28,428","26,163","22,630","18,311","13,887","10,075","7,446","4,852","2,854","1,839","504,137"
"Less developed regions","1985","Male","Urban","76,833","67,905","66,276","66,994","64,446","54,984","48,417","36,676","29,808","26,504","22,097","17,815","12,757","9,309","6,256","3,744","2,544","613,365"
"Less developed regions","1990","Male","Urban","88,267","80,836","75,173","77,109","76,425","69,810","60,133","51,516","38,496","30,643","26,526","22,045","16,447","11,516","7,539","4,672","3,307","740,462"
"Less developed regions","1995","Male","Urban","93,345","92,388","88,572","84,301","84,642","80,230","72,395","62,638","53,475","38,871","30,297","26,456","21,030","15,751","10,203","6,253","4,515","865,363"
"Less developed regions","2000","Male","Urban","96,572","96,637","100,415","102,696","97,723","92,962","85,111","75,699","64,003","53,221","37,855","28,911","23,598","18,247","12,357","7,256","5,500","998,764"
"Less developed regions","2005","Male","Urban","103,922","101,350","106,218","120,845","114,913","101,805","97,273","91,509","79,193","64,330","54,279","38,041","27,654","21,705","15,649","9,797","7,593","1,156,076"
"Less developed regions","2010","Male","Urban","115,036","110,574","112,472","126,073","136,367","122,021","108,539","103,543","93,966","80,464","64,837","52,995","35,402","25,122","18,720","12,436","10,262","1,328,827"
"Less developed regions","2015","Male","Urban","128,020","123,471","122,175","129,973","141,183","144,396","128,034","111,755","106,184","97,557","81,419","63,404","50,929","33,249","22,360","15,345","13,334","1,512,788"
"Least developed countries","1980","Male","Urban","5,546","4,509","4,113","3,814","3,302","2,662","2,185","1,882","1,586","1,290","1,004","776","545","371","220","121","61","33,988"
"Least developed countries","1985","Male","Urban","6,953","5,725","5,197","4,910","4,334","3,476","2,815","2,317","1,951","1,575","1,224","954","674","465","278","159","89","43,096"
"Least developed countries","1990","Male","Urban","8,503","7,279","6,659","6,223","5,553","4,549","3,663","2,956","2,386","1,945","1,509","1,172","840","586","355","204","123","54,504"
"Least developed countries","1995","Male","Urban","10,169","8,906","8,400","7,798","6,872","5,715","4,752","3,849","3,081","2,393","1,885","1,444","1,055","729","453","265","169","67,939"
"Least developed countries","2000","Male","Urban","11,924","10,490","9,966","9,606","8,517","7,017","5,880","4,850","3,863","2,987","2,254","1,748","1,269","884","551","324","217","82,348"
"Least developed countries","2005","Male","Urban","14,046","12,592","11,979","11,596","10,696","8,830","7,290","6,036","4,933","3,797","2,859","2,115","1,566","1,073","686","400","281","100,776"
"Least developed countries","2010","Male","Urban","16,411","14,959","14,412","13,989","12,927","11,136","9,205","7,492","6,172","4,898","3,674","2,717","1,907","1,333","848","506","369","122,955"
"Least developed countries","2015","Male","Urban","19,104","17,512","17,159","16,998","15,829","13,574","11,714","9,569","7,736","6,206","4,802","3,519","2,474","1,641","1,059","628","477","150,002"
"Africa","1980","Male","Urban","10,199","8,302","7,592","7,124","6,406","5,323","4,302","3,585","3,074","2,598","2,046","1,542","1,078","720","450","237","132","64,712"
"Africa","1985","Male","Urban","12,539","10,411","9,429","8,855","8,087","6,749","5,554","4,535","3,659","3,071","2,452","1,925","1,337","895","544","300","169","80,512"
"Africa","1990","Male","Urban","14,895","12,919","11,894","11,003","9,967","8,472","7,036","5,845","4,628","3,686","2,906","2,333","1,690","1,133","689","371","218","99,686"
"Africa","1995","Male","Urban","16,859","15,132","14,478","13,527","12,130","10,183","8,588","7,239","5,883","4,580","3,435","2,738","2,034","1,413","865","467","274","119,825"
"Africa","2000","Male","Urban","19,142","17,103","16,794","16,248","14,711","12,248","10,164","8,644","7,078","5,679","4,173","3,136","2,341","1,650","1,050","554","332","141,047"
"Africa","2005","Male","Urban","22,602","19,871","19,285","18,961","17,783","15,044","12,336","10,238","8,351","6,769","5,158","3,772","2,728","1,894","1,265","684","421","167,161"
"Africa","2010","Male","Urban","27,340","23,673","22,294","21,559","20,796","18,499","15,272","12,368","9,881","8,103","6,249","4,774","3,424","2,261","1,523","853","585","199,453"
"Africa","2015","Male","Urban","32,295","28,645","26,471","25,123","23,927","21,831","19,034","15,526","12,081","9,707","7,550","5,817","4,358","2,821","1,763","988","710","238,648"
"Eastern Africa","1980","Male","Urban","1,811","1,369","1,176","1,151","1,161","1,005","800","623","488","390","284","211","140","95","56","30","15","10,805"
"Eastern Africa","1985","Male","Urban","2,263","1,762","1,539","1,517","1,525","1,300","1,027","813","617","477","357","263","178","120","71","39","21","13,887"
"Eastern Africa","1990","Male","Urban","2,818","2,254","2,037","2,000","1,951","1,654","1,309","1,044","798","600","437","338","228","158","95","54","29","17,803"
"Eastern Africa","1995","Male","Urban","3,269","2,788","2,543","2,459","2,403","2,043","1,635","1,300","1,011","752","542","401","295","190","121","68","40","21,861"
"Eastern Africa","2000","Male","Urban","3,967","3,294","3,073","3,046","3,060","2,603","2,015","1,571","1,215","930","684","489","349","245","149","86","55","26,831"
"Eastern Africa","2005","Male","Urban","4,741","4,017","3,660","3,706","3,808","3,300","2,525","1,884","1,440","1,107","842","608","422","284","190","102","70","32,708"
"Eastern Africa","2010","Male","Urban","5,705","4,915","4,564","4,524","4,704","4,152","3,262","2,440","1,800","1,360","1,027","762","535","354","227","135","92","40,558"
"Eastern Africa","2015","Male","Urban","6,792","5,998","5,640","5,725","5,829","5,268","4,248","3,266","2,425","1,764","1,296","949","680","460","286","164","121","50,911"
"Burundi","1980","Male","Urban","19","13","11","10","9","8","5","4","3","3","2","2","2","1","1","0","0","95"
"Burundi","1985","Male","Urban","27","20","15","13","12","11","9","6","5","4","3","3","2","2","1","1","0","132"
"Burundi","1990","Male","Urban","39","30","23","17","15","14","12","10","6","5","4","4","3","2","1","1","1","188"
"Burundi","1995","Male","Urban","45","38","31","26","19","17","16","13","11","6","5","4","3","2","2","1","1","240"
"Burundi","2000","Male","Urban","47","42","37","37","31","24","21","17","15","10","6","4","3","2","2","1","1","298"
"Burundi","2005","Male","Urban","56","45","42","50","51","44","31","23","19","13","9","5","4","3","2","1","1","397"
"Burundi","2010","Male","Urban","77","56","47","60","70","69","54","32","25","17","13","9","5","3","2","1","1","538"
"Burundi","2015","Male","Urban","103","79","61","71","85","92","79","48","31","21","15","12","8","4","2","1","1","713"
"Comoros","1980","Male","Urban","6","5","5","4","4","3","2","2","1","1","1","1","1","0","0","0","0","36"
"Comoros","1985","Male","Urban","8","7","6","5","5","4","3","2","2","2","1","1","1","0","0","0","0","46"
"Comoros","1990","Male","Urban","9","9","8","7","6","5","4","3","2","2","1","1","1","1","0","0","0","58"
"Comoros","1995","Male","Urban","10","10","9","8","7","5","4","4","3","2","1","1","1","1","0","0","0","66"
"Comoros","2000","Male","Urban","11","10","10","10","8","6","5","4","3","3","2","1","1","1","0","0","0","75"
"Comoros","2005","Male","Urban","13","12","10","10","10","7","5","5","4","3","2","1","1","1","0","0","0","85"
"Comoros","2010","Male","Urban","15","14","12","10","10","9","7","5","4","4","2","2","1","1","0","0","0","96"
"Comoros","2015","Male","Urban","16","16","14","13","10","9","8","6","5","4","3","2","1","1","1","0","0","110"
"Djibouti","1980","Male","Urban","25","19","17","16","12","8","8","6","5","4","3","2","2","1","1","0","0","131"
"Djibouti","1985","Male","Urban","27","25","20","18","17","13","9","8","7","5","4","3","2","2","1","1","0","160"
"Djibouti","1990","Male","Urban","41","31","29","24","21","19","15","10","10","8","6","5","3","2","1","1","0","226"
"Djibouti","1995","Male","Urban","42","39","30","28","23","21","18","14","10","9","7","5","4","3","2","1","1","255"
"Djibouti","2000","Male","Urban","38","39","37","29","28","22","20","17","13","9","8","6","5","3","2","1","1","279"
"Djibouti","2005","Male","Urban","37","35","38","37","29","27","21","18","16","12","8","7","5","4","3","1","1","300"
"Djibouti","2010","Male","Urban","40","35","34","37","36","28","25","20","17","15","11","7","6","5","3","2","1","323"
"Djibouti","2015","Male","Urban","43","39","35","34","37","35","26","24","19","16","14","10","7","6","4","2","1","350"
"Eritrea","1980","Male","Urban","30","22","19","18","19","17","15","11","8","6","4","3","1","1","0","0","0","176"
"Eritrea","1985","Male","Urban","36","28","24","23","24","21","17","15","11","8","5","3","2","1","0","0","0","218"
"Eritrea","1990","Male","Urban","43","34","30","28","28","25","20","16","14","9","6","4","2","1","1","0","0","261"
"Eritrea","1995","Male","Urban","46","41","37","32","27","23","19","16","13","11","7","5","3","1","1","0","0","281"
"Eritrea","2000","Male","Urban","51","46","45","44","40","30","23","19","16","12","10","6","4","2","1","0","0","347"
"Eritrea","2005","Male","Urban","67","53","52","57","60","49","33","25","20","15","11","8","5","3","1","1","0","461"
"Eritrea","2010","Male","Urban","86","71","61","66","75","69","51","34","25","19","14","10","7","4","2","1","0","596"
"Eritrea","2015","Male","Urban","106","93","83","78","88","87","73","53","36","25","19","13","8","5","3","1","1","773"
"Ethiopia","1980","Male","Urban","259","213","196","193","182","158","140","114","84","67","47","40","26","21","11","8","3","1,763"
"Ethiopia","1985","Male","Urban","329","272","271","257","236","194","161","142","107","83","61","47","33","24","14","9","4","2,245"
"Ethiopia","1990","Male","Urban","429","359","346","353","312","254","202","168","135","107","76","64","40","33","21","14","6","2,917"
"Ethiopia","1995","Male","Urban","518","503","502","432","396","318","252","210","173","141","105","77","62","38","27","19","11","3,784"
"Ethiopia","2000","Male","Urban","687","605","593","572","494","441","346","265","209","169","137","103","75","58","31","20","15","4,821"
"Ethiopia","2005","Male","Urban","788","767","746","693","629","530","458","341","250","202","156","123","93","65","45","22","17","5,929"
"Ethiopia","2010","Male","Urban","894","914","979","927","789","694","562","467","340","252","195","148","117","86","54","34","24","7,476"
"Ethiopia","2015","Male","Urban","1,047","1,059","1,182","1,227","1,108","909","764","587","474","351","249","188","144","111","73","42","32","9,546"
"Kenya","1980","Male","Urban","243","172","133","117","138","128","91","61","51","45","33","23","16","11","7","4","2","1,275"
"Kenya","1985","Male","Urban","297","216","169","147","173","161","124","86","56","47","39","27","19","13","8","5","3","1,589"
"Kenya","1990","Male","Urban","345","267","213","189","218","203","157","119","81","52","42","33","22","15","9","6","4","1,975"
"Kenya","1995","Male","Urban","386","324","276","250","296","271","209","158","116","78","49","37","28","19","12","7","5","2,521"
"Kenya","2000","Male","Urban","463","361","335","321","385","356","267","199","147","109","71","42","31","23","15","8","6","3,141"
"Kenya","2005","Male","Urban","587","435","372","390","498","468","352","252","181","135","99","62","36","26","18","11","8","3,929"
"Kenya","2010","Male","Urban","717","553","448","432","601","602","466","339","235","169","123","86","53","30","20","13","10","4,896"
"Kenya","2015","Male","Urban","835","682","574","523","672","739","615","464","329","226","157","108","74","45","24","15","12","6,094"
"Madagascar","1980","Male","Urban","130","111","98","87","75","62","45","38","36","32","26","20","14","10","7","4","2","799"
"Madagascar","1985","Male","Urban","153","146","131","114","98","82","69","50","42","38","31","25","18","13","8","6","3","1,027"
"Madagascar","1990","Male","Urban","211","172","171","153","129","107","90","77","55","43","36","30","22","17","10","6","4","1,335"
"Madagascar","1995","Male","Urban","269","233","198","195","169","137","115","98","83","56","41","35","26","20","13","8","5","1,700"
"Madagascar","2000","Male","Urban","326","290","258","217","208","174","143","121","102","80","50","38","29","23","15","10","6","2,091"
"Madagascar","2005","Male","Urban","379","359","326","286","234","217","183","152","128","101","74","47","32","26","18","11","8","2,581"
"Madagascar","2010","Male","Urban","458","438","421","376","321","255","238","204","167","131","97","72","42","30","21","14","10","3,297"
"Madagascar","2015","Male","Urban","561","528","511","485","421","348","278","265","224","172","126","95","64","39","24","17","13","4,171"
"Malawi","1980","Male","Urban","53","38","31","31","31","29","27","18","14","10","6","4","3","1","1","0","0","297"
"Malawi","1985","Male","Urban","67","53","41","41","42","38","31","25","18","12","9","5","3","2","1","0","0","390"
"Malawi","1990","Male","Urban","92","73","64","61","62","64","53","36","29","18","12","8","5","3","2","1","0","584"
"Malawi","1995","Male","Urban","114","86","71","81","79","72","62","43","33","25","16","11","7","4","2","1","1","709"
"Malawi","2000","Male","Urban","136","111","96","97","111","91","65","47","35","24","21","13","8","5","3","1","1","865"
"Malawi","2005","Male","Urban","154","129","115","117","120","118","82","52","38","27","21","16","11","6","4","2","1","1,014"
"Malawi","2010","Male","Urban","187","149","132","145","148","131","110","68","44","32","24","17","14","8","5","2","1","1,217"
"Malawi","2015","Male","Urban","208","187","157","172","188","165","125","94","59","38","29","19","14","10","6","3","1","1,475"
"Mauritius","1980","Male","Urban","22","24","26","23","19","16","15","12","10","9","7","6","5","3","2","1","1","201"
"Mauritius","1985","Male","Urban","21","22","24","24","21","17","16","15","12","9","8","7","6","4","3","1","1","212"
"Mauritius","1990","Male","Urban","20","22","23","24","24","21","18","17","15","12","9","8","6","5","3","2","1","230"
"Mauritius","1995","Male","Urban","22","20","22","22","22","22","21","19","17","15","11","9","7","5","4","2","1","242"
"Mauritius","2000","Male","Urban","19","22","21","21","22","18","20","22","21","18","13","9","8","6","5","3","2","250"
"Mauritius","2005","Male","Urban","18","19","22","19","19","20","18","20","22","19","16","12","8","6","5","3","3","249"
"Mauritius","2010","Male","Urban","14","17","19","19","18","17","20","18","19","21","18","15","12","7","5","4","3","246"
"Mauritius","2015","Male","Urban","13","14","18","18","18","17","17","20","18","18","19","17","14","11","6","4","4","244"
"Mayotte","1980","Male","Urban","2","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","9"
"Mayotte","1985","Male","Urban","2","2","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","12"
"Mayotte","1990","Male","Urban","3","2","2","2","2","2","1","1","1","1","0","0","0","0","0","0","0","17"
"Mayotte","1995","Male","Urban","4","3","3","3","3","3","2","2","1","1","1","0","0","0","0","0","0","26"
"Mayotte","2000","Male","Urban","5","4","4","4","4","4","3","2","2","1","1","1","0","0","0","0","0","36"
"Mayotte","2005","Male","Urban","6","6","5","5","4","4","3","3","2","2","1","1","1","1","0","0","0","44"
"Mayotte","2010","Male","Urban","8","7","5","4","4","3","4","5","4","2","2","1","1","0","0","0","0","50"
"Mayotte","2015","Male","Urban","6","7","7","6","5","4","3","3","4","4","2","1","1","1","0","0","0","55"
"Mozambique","1980","Male","Urban","144","92","82","113","113","84","62","48","34","26","17","13","8","6","3","2","1","850"
"Mozambique","1985","Male","Urban","223","149","132","178","171","126","91","71","52","39","26","20","13","10","6","3","1","1,311"
"Mozambique","1990","Male","Urban","280","231","228","251","193","125","94","80","63","50","36","30","20","15","8","4","2","1,711"
"Mozambique","1995","Male","Urban","342","289","288","291","218","161","144","122","97","67","50","38","29","19","11","6","3","2,173"
"Mozambique","2000","Male","Urban","398","344","344","355","287","206","162","137","118","87","67","46","36","23","15","7","4","2,635"
"Mozambique","2005","Male","Urban","486","395","393","410","371","273","189","141","128","103","85","57","42","27","19","10","5","3,133"
"Mozambique","2010","Male","Urban","546","493","463","482","443","334","235","166","137","114","98","70","50","32","22","12","7","3,706"
"Mozambique","2015","Male","Urban","606","567","590","578","527","394","288","211","166","123","107","80","61","39","27","14","8","4,387"
"Réunion","1980","Male","Urban","15","16","19","18","14","10","7","7","6","6","5","4","3","2","1","1","0","134"
"Réunion","1985","Male","Urban","21","20","21","22","20","16","14","10","9","7","7","5","4","3","2","1","1","186"
"Réunion","1990","Male","Urban","27","24","24","26","27","23","19","16","12","10","9","8","6","5","3","2","1","243"
"Réunion","1995","Male","Urban","30","29","27","27","26","27","25","22","18","13","10","8","8","5","4","2","2","284"
"Réunion","2000","Male","Urban","32","32","32","29","27","26","29","28","23","18","13","10","8","7","5","3","2","323"
"Réunion","2005","Male","Urban","35","32","33","34","31","26","24","29","28","23","19","14","10","8","6","4","4","359"
"Réunion","2010","Male","Urban","35","35","33","33","35","31","26","24","29","28","23","19","13","10","7","5","5","390"
"Réunion","2015","Male","Urban","35","35","36","33","34","35","31","26","24","28","27","22","18","12","8","6","7","417"
"Rwanda","1980","Male","Urban","22","15","12","13","17","16","12","7","5","5","4","3","1","1","1","0","0","132"
"Rwanda","1985","Male","Urban","29","20","15","15","20","20","15","11","6","5","5","4","2","1","1","0","0","168"
"Rwanda","1990","Male","Urban","34","26","21","20","24","23","20","14","10","6","5","4","3","2","1","0","0","213"
"Rwanda","1995","Male","Urban","27","35","34","35","40","36","28","22","15","10","6","5","4","3","1","1","0","302"
"Rwanda","2000","Male","Urban","110","63","68","74","87","71","55","47","30","23","16","9","6","6","3","3","1","674"
"Rwanda","2005","Male","Urban","129","123","77","107","138","121","83","59","49","32","26","17","9","6","5","2","3","985"
"Rwanda","2010","Male","Urban","185","143","146","118","193","187","140","89","61","53","36","27","16","9","5","4","3","1,415"
"Rwanda","2015","Male","Urban","241","202","165","219","207","257","213","147","91","65","57","38","25","16","8","4","4","1,959"
"Seychelles","1980","Male","Urban","2","2","2","2","2","2","1","1","1","1","1","0","0","0","0","0","0","17"
"Seychelles","1985","Male","Urban","2","2","2","2","2","2","1","1","1","1","1","0","0","0","0","0","0","18"
"Seychelles","1990","Male","Urban","2","2","2","2","2","2","2","1","1","1","1","0","0","0","0","0","0","18"
"Seychelles","1995","Male","Urban","2","2","2","2","2","2","2","2","1","1","1","0","0","0","0","0","0","19"
"Seychelles","2000","Male","Urban","2","2","2","2","2","2","2","2","1","1","1","1","1","0","0","0","0","20"
"Seychelles","2005","Male","Urban","2","2","2","2","2","2","2","2","2","1","1","1","0","0","0","0","0","22"
"Seychelles","2010","Male","Urban","2","2","2","2","2","2","2","2","2","2","2","1","1","0","0","0","0","25"
"Seychelles","2015","Male","Urban","2","2","2","2","2","2","2","2","2","2","2","1","1","1","0","0","0","26"
"Somalia","1980","Male","Urban","133","100","87","84","87","79","65","50","41","32","24","17","12","8","4","2","1","825"
"Somalia","1985","Male","Urban","140","103","90","90","92","82","67","55","42","33","24","18","12","8","5","2","1","863"
"Somalia","1990","Male","Urban","156","115","100","99","101","87","72","60","47","35","26","19","13","9","5","3","1","946"
"Somalia","1995","Male","Urban","165","126","109","104","103","92","75","61","50","38","26","20","14","9","5","3","2","1,001"
"Somalia","2000","Male","Urban","211","158","136","128","126","111","91","73","59","46","34","23","17","11","7","4","2","1,236"
"Somalia","2005","Male","Urban","246","201","169","158","155","133","108","87","69","54","41","29","19","13","8","4","3","1,497"
"Somalia","2010","Male","Urban","291","235","215","198","191","162","128","102","82","63","47","34","24","15","10","5","3","1,804"
"Somalia","2015","Male","Urban","342","288","256","257","243","203","158","123","98","77","57","41","29","19","11","6","4","2,211"
"South Sudan","1980","Male","Urban","33","25","22","21","20","17","17","14","11","8","6","4","3","2","1","0","0","204"
"South Sudan","1985","Male","Urban","43","33","29","29","29","25","19","18","15","11","8","6","4","2","1","1","0","273"
"South Sudan","1990","Male","Urban","62","46","41","42","42","36","28","22","20","16","11","8","5","3","2","1","0","388"
"South Sudan","1995","Male","Urban","68","54","46","46","47","41","33","26","19","17","13","9","6","4","2","1","1","435"
"South Sudan","2000","Male","Urban","83","69","61","58","59","53","44","34","26","19","17","13","9","5","3","2","1","555"
"South Sudan","2005","Male","Urban","100","85","78","76","75","67","55","44","34","26","18","15","11","7","4","2","1","697"
"South Sudan","2010","Male","Urban","121","106","100","102","102","86","70","57","45","34","25","17","14","9","6","3","2","898"
"South Sudan","2015","Male","Urban","149","131","126","130","136","118","92","73","59","46","34","23","15","12","8","4","2","1,159"
"Uganda","1980","Male","Urban","75","58","51","55","61","50","36","26","17","15","11","7","4","2","1","1","0","471"
"Uganda","1985","Male","Urban","107","82","72","79","87","71","52","37","26","18","15","10","6","4","2","1","1","668"
"Uganda","1990","Male","Urban","156","120","104","114","128","102","74","54","37","28","18","14","8","5","3","2","1","967"
"Uganda","1995","Male","Urban","198","152","132","144","159","128","90","65","45","33","23","14","10","6","4","2","1","1,205"
"Uganda","2000","Male","Urban","238","188","163","177","195","156","110","76","51","39","27","18","10","7","4","3","2","1,463"
"Uganda","2005","Male","Urban","302","239","211","228","251","201","141","99","64","47","33","22","13","8","5","3","2","1,871"
"Uganda","2010","Male","Urban","387","314","276","303","332","268","190","133","88","63","42","28","16","11","6","4","3","2,465"
"Uganda","2015","Male","Urban","486","405","363","397","443","356","255","181","120","87","56","36","21","14","9","5","4","3,237"
"United Republic of Tanzania","1980","Male","Urban","213","162","142","147","148","125","104","80","62","47","36","28","19","12","6","3","2","1,335"
"United Republic of Tanzania","1985","Male","Urban","282","220","194","201","202","172","136","109","83","62","48","37","25","16","9","4","2","1,802"
"United Republic of Tanzania","1990","Male","Urban","362","286","258","267","269","228","183","139","110","82","62","49","33","21","12","6","3","2,370"
"United Republic of Tanzania","1995","Male","Urban","448","363","329","349","351","297","236","180","136","106","80","63","43","28","15","8","4","3,035"
"United Republic of Tanzania","2000","Male","Urban","544","439","405","434","447","377","295","221","166","125","100","78","53","35","20","10","6","3,755"
"United Republic of Tanzania","2005","Male","Urban","704","552","503","548","571","494","386","284","207","156","121","101","69","45","26","14","8","4,788"
"United Republic of Tanzania","2010","Male","Urban","936","737","647","693","737","649","525","388","279","202","156","126","92","61","35","19","12","6,293"
"United Republic of Tanzania","2015","Male","Urban","1,175","984","865","891","932","838","693","535","390","277","204","163","116","82","48","27","17","8,234"
"Zambia","1980","Male","Urban","235","179","143","120","112","103","93","69","53","39","28","17","9","5","3","1","1","1,210"
"Zambia","1985","Male","Urban","250","206","172","149","135","114","95","86","65","48","32","20","11","7","4","2","1","1,396"
"Zambia","1990","Male","Urban","268","224","200","178","161","130","107","91","78","54","37","23","14","8","4","2","1","1,580"
"Zambia","1995","Male","Urban","270","232","206","198","181","149","116","89","69","57","40","26","15","9","5","3","2","1,666"
"Zambia","2000","Male","Urban","286","244","212","207","202","170","131","94","68","53","43","28","17","11","6","3","2","1,777"
"Zambia","2005","Male","Urban","346","306","252","240","230","205","162","118","82","60","44","32","20","12","7","4","3","2,124"
"Zambia","2010","Male","Urban","414","375","319","288","269","237","201","154","111","78","54","35","23","14","9","5","3","2,590"
"Zambia","2015","Male","Urban","512","452","393","367","326","281","238","199","152","110","72","43","25","17","11","6","4","3,211"
"Zimbabwe","1980","Male","Urban","152","100","80","77","96","90","57","53","43","33","23","15","13","6","4","2","1","845"
"Zimbabwe","1985","Male","Urban","198","137","110","104","138","131","97","66","60","44","30","21","15","9","6","2","1","1,168"
"Zimbabwe","1990","Male","Urban","237","181","151","143","186","185","138","110","74","61","40","27","21","11","8","3","2","1,577"
"Zimbabwe","1995","Male","Urban","264","208","191","187","234","221","168","133","105","66","50","34","25","14","10","4","2","1,916"
"Zimbabwe","2000","Male","Urban","280","223","213","230","297","266","185","144","111","85","51","40","30","16","12","5","3","2,192"
"Zimbabwe","2005","Male","Urban","286","223","215","237","331","296","189","130","96","74","57","37","33","17","13","6","4","2,242"
"Zimbabwe","2010","Male","Urban","295","219","205","227","325","321","210","133","85","61","46","40","28","19","13","6","4","2,236"
"Zimbabwe","2015","Male","Urban","306","230","202","225","348","379","290","201","125","73","47","37","34","17","15","6","4","2,539"
"Middle Africa","1980","Male","Urban","1,344","1,072","986","909","679","501","398","381","328","277","196","142","92","50","28","14","10","7,407"
"Middle Africa","1985","Male","Urban","1,695","1,329","1,219","1,135","860","628","495","462","398","334","239","175","114","64","37","19","14","9,217"
"Middle Africa","1990","Male","Urban","2,130","1,696","1,536","1,424","1,084","794","617","567","481","406","290","213","140","79","46","23","18","11,544"
"Middle Africa","1995","Male","Urban","2,693","2,158","1,981","1,813","1,372","1,009","785","712","596","497","356","262","172","97","56","29","22","14,608"
